wave,domain,task,participant_id,item_local_id,item_text_hash,dimension,score_raw,score_quality_aligned
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q31,ba1cd7ed7842dc57,任务符合度,4.0,4.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q15,fa6a4b4a8aaaa98d,事实准确性,5.0,5.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q11,21ecdc0b010ca23e,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q28,0b5340479f023f43,事实准确性,4.0,4.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q13,8ed08cca4396eeea,事实准确性,4.0,4.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q27,75eb2849fa6ba5d1,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q24,5e15ad31cf4c6317,误解处理质量,4.0,4.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q20,7a61a214e5c08afb,语言清晰度,3.0,3.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q35,b96e6d79a14be3a4,误导风险,2.0,4.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q42,c28a118eea92aae4,概念完整性,5.0,5.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q14,daa99e899ffd0a05,误解处理质量,4.0,4.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q41,4be33a6cd62ab5b4,语言清晰度,4.0,4.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q37,3bf146737b43b9ee,任务符合度,5.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q25,f44bdc1a04efa31d,语言清晰度,3.0,3.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q38,33186b205f8bdf66,任务符合度,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q11,d24be80cf330108f,事实准确性,5.0,5.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q21,43cad4cc795bca81,概念完整性,4.0,4.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q26,acced08a8cbcd0c0,误解处理质量,3.0,3.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q34,7293a2177ae7127f,事实准确性,5.0,5.0
首轮专家复核,地理,Task A,HR_FB786EBEC1C53824,Q10,c01b60c2c429d940,误导风险,1.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q41,1cfcd54fe57e3199,事实准确性,4.0,4.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q43,8dfd757311b420dc,语言清晰度,4.0,4.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q21,ad8b35f20cb10412,任务符合度,4.0,4.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q16,d9d1f1c0b4a81515,误解处理质量,2.0,2.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q33,98cd337f0354e650,误导风险,1.0,5.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q21,4d0a79cb99f26fb6,事实准确性,5.0,5.0
首轮专家复核,地理,Task C,HR_FB786EBEC1C53824,Q39,890761cb5ae1623f,概念完整性,5.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q41,1cfcd54fe57e3199,语言清晰度,4.0,4.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q43,2d17e0a35d150885,任务符合度,5.0,5.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q31,80da7d68305e89e0,语言清晰度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q42,155ceb83b8a5e18e,任务符合度,4.0,4.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q26,f3810479751c5b39,语言清晰度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q36,61fa1a4f7ac34ee6,误导风险,1.0,5.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q25,cc0f519cc1971a9a,事实准确性,5.0,5.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q11,d24be80cf330108f,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q27,805939070975934a,误解处理质量,2.0,2.0
首轮专家复核,化学,Task C,HR_1B2C382264CC8ED6,Q35,e493a06423f76897,任务符合度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q43,8fd56586aedf328c,误导风险,1.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q27,75eb2849fa6ba5d1,误解处理质量,4.0,4.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q41,4be33a6cd62ab5b4,任务符合度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q35,e493a06423f76897,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q23,b05dbe27c43bf346,任务符合度,3.0,3.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q15,2aabb415bf15af50,事实准确性,5.0,5.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q35,b9db089ecf604a57,概念完整性,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q12,1d98092a2b133c53,概念完整性,5.0,5.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q14,f4ce354edd870703,语言清晰度,5.0,5.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q12,62d8893ccdb9ca08,语言清晰度,3.0,3.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q34,7293a2177ae7127f,误解处理质量,5.0,5.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q35,b96e6d79a14be3a4,概念完整性,5.0,5.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q7,38ec855f69f8d0ef,概念完整性,4.0,4.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q39,2ef83efb4a241f42,事实准确性,4.0,4.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q21,04fa59d854256f96,事实准确性,5.0,5.0
首轮专家复核,地理,Task A,HR_FB786EBEC1C53824,Q16,13e2552913d50dda,误解处理质量,5.0,5.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q26,acced08a8cbcd0c0,概念完整性,5.0,5.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q39,aa3ba19608e76690,误导风险,1.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q29,dfa155c7f49d2e9b,误导风险,1.0,5.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q34,bab14269c8457ed5,误导风险,1.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q44,66bd26248cc2756b,误解处理质量,4.0,4.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q38,2fb9429b39d30e3e,概念完整性,3.0,3.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q13,b33b5498bccabc9e,语言清晰度,4.0,4.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q33,d93cec8596b09c24,事实准确性,5.0,5.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q14,f4f9321846b25339,误导风险,1.0,5.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q36,e3a499cd662fda8f,误导风险,1.0,5.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q22,ad662801b4420244,事实准确性,5.0,5.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q20,4e5ae2e721541138,任务符合度,5.0,5.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q42,deb1750046698604,语言清晰度,5.0,5.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q34,bab14269c8457ed5,语言清晰度,5.0,5.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q29,b1009de31a0b3694,误解处理质量,5.0,5.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q43,8dfd757311b420dc,误导风险,1.0,5.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q13,e025df93eb97b68e,事实准确性,5.0,5.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q41,1cfcd54fe57e3199,事实准确性,5.0,5.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q23,5029c11f05bdec0c,任务符合度,5.0,5.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q23,b05dbe27c43bf346,误解处理质量,5.0,5.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q43,2d17e0a35d150885,误解处理质量,4.0,4.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q15,2aabb415bf15af50,概念完整性,3.0,3.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q34,faa446098c9bb43e,概念完整性,4.0,4.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q30,a0606d716a2ae522,误解处理质量,4.0,4.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q15,fa6a4b4a8aaaa98d,语言清晰度,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q16,d9d1f1c0b4a81515,事实准确性,5.0,5.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q39,aa3ba19608e76690,任务符合度,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q15,fa6a4b4a8aaaa98d,误导风险,1.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q34,7293a2177ae7127f,误导风险,3.0,3.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q24,11f23069470369f4,任务符合度,4.0,4.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q36,9c8e8425387be3aa,语言清晰度,5.0,5.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q9,db6886ce57b8ea1e,语言清晰度,3.0,3.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q28,f0f15fb94300f7ed,误解处理质量,5.0,5.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q7,3a66e9e2806e1650,误导风险,1.0,5.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q7,8f7f338af4735d94,概念完整性,2.0,2.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q26,f3810479751c5b39,任务符合度,5.0,5.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q9,af5a61e34bebf158,语言清晰度,4.0,4.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q24,5e15ad31cf4c6317,误解处理质量,4.0,4.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q42,c28a118eea92aae4,概念完整性,4.0,4.0
首轮专家复核,化学,Task C,HR_1B2C382264CC8ED6,Q37,8fb07b2bf5bcfd68,任务符合度,5.0,5.0
首轮专家复核,地理,Task C,HR_FB786EBEC1C53824,Q44,9c2a4da741399a54,任务符合度,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q20,7a61a214e5c08afb,事实准确性,5.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q44,f45174540db7d00b,概念完整性,3.0,3.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q29,82f54aa0392fe9d8,误导风险,1.0,5.0
首轮专家复核,化学,Task C,HR_1B2C382264CC8ED6,Q34,faa446098c9bb43e,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q29,dfa155c7f49d2e9b,任务符合度,5.0,5.0
首轮专家复核,化学,Task C,HR_1B2C382264CC8ED6,Q39,2ef83efb4a241f42,事实准确性,5.0,5.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q15,fa6a4b4a8aaaa98d,概念完整性,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q33,076a6f0a26d0a64a,误导风险,2.0,4.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q11,821481f889ed0f28,误导风险,2.0,4.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q10,6e9a14a3612405b5,误解处理质量,4.0,4.0
首轮专家复核,地理,Task A,HR_FB786EBEC1C53824,Q12,f1f8aecaaa87b451,概念完整性,5.0,5.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q26,e255654dbbd56d8d,误导风险,4.0,2.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q34,7293a2177ae7127f,任务符合度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q35,e493a06423f76897,误解处理质量,5.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q43,2d17e0a35d150885,误解处理质量,4.0,4.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q9,af5a61e34bebf158,语言清晰度,3.0,3.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q15,8f4a2a7e690f4202,事实准确性,5.0,5.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q35,9e83c863610e38a4,误导风险,1.0,5.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q21,43cad4cc795bca81,误导风险,2.0,4.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q20,0bced8f29002322d,语言清晰度,4.0,4.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q37,7048c048d8838c2a,误导风险,1.0,5.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q23,5029c11f05bdec0c,误解处理质量,5.0,5.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q8,0aa25ee2c67b459f,任务符合度,5.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q25,801f8c9e97c81e10,语言清晰度,4.0,4.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q26,f3810479751c5b39,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q29,dfa155c7f49d2e9b,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q22,ad662801b4420244,事实准确性,4.0,4.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q31,80da7d68305e89e0,语言清晰度,4.0,4.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q17,07d326f3d99175b3,概念完整性,4.0,4.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q23,78875f96be5b04e6,误导风险,2.0,4.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q24,f2df91dc12ec6349,任务符合度,4.0,4.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q8,fc77b371dbf0b4a7,概念完整性,4.0,4.0
首轮专家复核,地理,Task A,HR_5068464CE4D2544E,Q10,c01b60c2c429d940,概念完整性,5.0,5.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q43,8dfd757311b420dc,任务符合度,5.0,5.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q18,076987482c6220ca,事实准确性,5.0,5.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q44,9c2a4da741399a54,误解处理质量,5.0,5.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q30,d76afb4a9e4740d6,任务符合度,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q18,20298cfa0e528885,误导风险,1.0,5.0
首轮专家复核,地理,Task B,HR_C629A4F8D732E335,Q25,cc0f519cc1971a9a,误导风险,1.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q12,1d98092a2b133c53,误解处理质量,4.0,4.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q17,3062b618160b167c,误导风险,1.0,5.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q28,0b8747e86add45a5,任务符合度,5.0,5.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q40,38be49fa6eb5441c,误解处理质量,5.0,5.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q35,b96e6d79a14be3a4,语言清晰度,5.0,5.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q17,43fbb689d5c38316,概念完整性,5.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q29,dfa155c7f49d2e9b,误导风险,1.0,5.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q18,20298cfa0e528885,语言清晰度,5.0,5.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q37,7048c048d8838c2a,误导风险,2.0,4.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q27,805939070975934a,任务符合度,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q17,43fbb689d5c38316,任务符合度,5.0,5.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q42,489943812e53de3e,事实准确性,5.0,5.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q39,1e18107ba67cbefb,任务符合度,5.0,5.0
首轮专家复核,化学,Task C,HR_1B2C382264CC8ED6,Q35,e493a06423f76897,误导风险,1.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q25,801f8c9e97c81e10,概念完整性,3.0,3.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q28,0b8747e86add45a5,概念完整性,5.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q29,dfa155c7f49d2e9b,误解处理质量,4.0,4.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q33,d93cec8596b09c24,概念完整性,3.0,3.0
首轮专家复核,地理,Task A,HR_FB786EBEC1C53824,Q15,8f4a2a7e690f4202,误导风险,1.0,5.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q13,8ed08cca4396eeea,概念完整性,3.0,3.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q27,75eb2849fa6ba5d1,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q21,ad8b35f20cb10412,概念完整性,3.0,3.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q33,d93cec8596b09c24,误导风险,3.0,3.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q31,ba1cd7ed7842dc57,误解处理质量,5.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q22,ad662801b4420244,误导风险,2.0,4.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q30,d76afb4a9e4740d6,概念完整性,3.0,3.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q23,5029c11f05bdec0c,任务符合度,5.0,5.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q42,deb1750046698604,误导风险,1.0,5.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q7,8f7f338af4735d94,误导风险,1.0,5.0
首轮专家复核,地理,Task C,HR_FB786EBEC1C53824,Q37,3bf146737b43b9ee,误解处理质量,5.0,5.0
首轮专家复核,物理,Task A,HR_F9C15C012D35D196,Q12,1d98092a2b133c53,事实准确性,4.0,4.0
首轮专家复核,物理,Task B,HR_00B4235136407B53,Q21,ad8b35f20cb10412,语言清晰度,5.0,5.0
首轮专家复核,地理,Task A,HR_FB786EBEC1C53824,Q13,8ed08cca4396eeea,事实准确性,5.0,5.0
首轮专家复核,地理,Task C,HR_FB786EBEC1C53824,Q34,bab14269c8457ed5,误解处理质量,5.0,5.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q26,acced08a8cbcd0c0,误导风险,1.0,5.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q9,bc34e46bd7986678,误导风险,2.0,4.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q7,0aa25ee2c67b459f,概念完整性,4.0,4.0
首轮专家复核,地理,Task C,HR_FB786EBEC1C53824,Q41,4be33a6cd62ab5b4,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q27,75eb2849fa6ba5d1,事实准确性,5.0,5.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q13,681900119b1731d6,误导风险,1.0,5.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q13,681900119b1731d6,事实准确性,5.0,5.0
首轮专家复核,物理,Task C,HR_F9C15C012D35D196,Q33,d93cec8596b09c24,任务符合度,3.0,3.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q25,801f8c9e97c81e10,任务符合度,2.0,2.0
首轮专家复核,化学,Task A,HR_20D758CACC46A6B6,Q18,076987482c6220ca,误解处理质量,4.0,4.0
首轮专家复核,生物,Task C,HR_67D809ADB02504BF,Q36,f7f6d59333420190,误导风险,1.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q25,f44bdc1a04efa31d,概念完整性,4.0,4.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q25,801f8c9e97c81e10,误导风险,3.0,3.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q43,2d17e0a35d150885,误导风险,2.0,4.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q28,f0f15fb94300f7ed,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q21,04fa59d854256f96,任务符合度,5.0,5.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q9,af5a61e34bebf158,事实准确性,4.0,4.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q42,c28a118eea92aae4,事实准确性,5.0,5.0
首轮专家复核,地理,Task C,HR_5068464CE4D2544E,Q44,9c2a4da741399a54,误导风险,1.0,5.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q12,62d8893ccdb9ca08,误导风险,1.0,5.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q37,3bf146737b43b9ee,概念完整性,5.0,5.0
首轮专家复核,物理,Task A,HR_00B4235136407B53,Q17,43fbb689d5c38316,误解处理质量,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q24,f2df91dc12ec6349,语言清晰度,5.0,5.0
首轮专家复核,化学,Task C,HR_20D758CACC46A6B6,Q38,c78c494c5e046005,误解处理质量,4.0,4.0
首轮专家复核,地理,Task B,HR_5068464CE4D2544E,Q30,9bdb4777851c6dcf,概念完整性,5.0,5.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q21,ad8b35f20cb10412,误解处理质量,1.0,1.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q39,1e18107ba67cbefb,任务符合度,1.0,1.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q26,f3810479751c5b39,事实准确性,3.0,3.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q31,68a98541fac871f2,语言清晰度,4.0,4.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q30,35966976c13e002f,概念完整性,4.0,4.0
首轮专家复核,地理,Task B,HR_FB786EBEC1C53824,Q30,9bdb4777851c6dcf,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_20D758CACC46A6B6,Q25,f44bdc1a04efa31d,事实准确性,4.0,4.0
首轮专家复核,物理,Task B,HR_526D635949A7C66B,Q23,b05dbe27c43bf346,概念完整性,3.0,3.0
首轮专家复核,生物,Task B,HR_67D809ADB02504BF,Q24,faa08d2901396e60,事实准确性,5.0,5.0
首轮专家复核,物理,Task A,HR_526D635949A7C66B,Q7,0aa25ee2c67b459f,任务符合度,5.0,5.0
首轮专家复核,物理,Task B,HR_F9C15C012D35D196,Q28,0b8747e86add45a5,任务符合度,4.0,4.0
首轮专家复核,生物,Task A,HR_67D809ADB02504BF,Q17,3062b618160b167c,事实准确性,4.0,4.0
首轮专家复核,物理,Task C,HR_00B4235136407B53,Q42,c28a118eea92aae4,任务符合度,5.0,5.0
首轮专家复核,地理,Task A,HR_C629A4F8D732E335,Q13,8ed08cca4396eeea,误导风险,2.0,4.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q43,2d17e0a35d150885,概念完整性,5.0,5.0
首轮专家复核,化学,Task A,HR_1B2C382264CC8ED6,Q11,21ecdc0b010ca23e,误解处理质量,1.0,1.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q40,38be49fa6eb5441c,误导风险,3.0,3.0
首轮专家复核,地理,Task C,HR_C629A4F8D732E335,Q36,9c8e8425387be3aa,任务符合度,5.0,5.0
首轮专家复核,物理,Task C,HR_526D635949A7C66B,Q40,38be49fa6eb5441c,误解处理质量,5.0,5.0
首轮专家复核,化学,Task B,HR_1B2C382264CC8ED6,Q28,0b5340479f023f43,事实准确性,4.0,4.0
