wave,domain,task,item_local_id,item_text_hash,item_text_sha256,item_text_utf8_characters
首轮专家复核,大气科学,Task B,Q25,e1f5ac6563dfa6d8,e1f5ac6563dfa6d860ece1c25a8dfab7974919ff543520e5941a3abeef937fcd,74
首轮专家复核,大气科学,Task B,Q26,8e5f25a89c1109b0,8e5f25a89c1109b0cd947a9ee5f11755684229116706fe6bcfe61378abcde2ff,77
首轮专家复核,大气科学,Task B,Q27,daf0fe0179654317,daf0fe0179654317f8c6c3786d0bcf90b3016921d49a8de3384c27f1cab61c6e,103
首轮专家复核,大气科学,Task B,Q28,077184a42ff87e0b,077184a42ff87e0b67a671c4dfe0af4ea4dd7c864bb1f0cf634dc554349ce23b,95
首轮专家复核,大气科学,Task B,Q29,fb0186f1d7d7c88a,fb0186f1d7d7c88a4657ab5ac79398541ee53b3df99a35161ef8a01be5478fdc,87
首轮专家复核,大气科学,Task B,Q30,8d755756d92f7d8b,8d755756d92f7d8b9b94f2979143032070abea1045189e2aeaafd84233731bed,106
首轮专家复核,大气科学,Task B,Q31,098584fcff90b9d9,098584fcff90b9d9d9e4593b4c1b6342195a913c79b47937e1fc4f7b1dbadeba,104
首轮专家复核,大气科学,Task C,Q33,c16783851fc3dec6,c16783851fc3dec6520a8beb9cfb61fae4cdc457c235f05f2dd2af194d32351a,126
首轮专家复核,大气科学,Task C,Q34,47f02e2d0fde2f46,47f02e2d0fde2f46d841f2def409f7d81c4b6f776b20234c514fd3306a8c2d96,97
首轮专家复核,大气科学,Task C,Q35,e652afaf9c99b400,e652afaf9c99b400647eb8825f61e92dc5b5ec0d820e0534902c735e1179599a,71
首轮专家复核,大气科学,Task C,Q36,60af4fb22eb2e1c6,60af4fb22eb2e1c6febfd3235198242a29447faba5a56fa93f040aa9aa3521e4,91
首轮专家复核,大气科学,Task C,Q37,d5c2eca2f1086deb,d5c2eca2f1086deb3a432d7ce4ad78bbdf056dd9d17bfc4491b2d1b03a833969,103
首轮专家复核,大气科学,Task C,Q38,285fe56b0e284ec1,285fe56b0e284ec156b2049f3d547b17529161986469a72115ad22d28e35eb36,88
首轮专家复核,大气科学,Task C,Q39,c23c0bd497a24e65,c23c0bd497a24e65daf6d4e1ab75097230ae7e9e65366e34a176325af20f2698,100
首轮专家复核,大气科学,Task C,Q40,359780f542ad2443,359780f542ad2443c19bb60c358dca3d9ded01fb7d6cc4caed6a82ad6254ecc8,147
首轮专家复核,大气科学,Task C,Q41,dce5c0128e5a17d9,dce5c0128e5a17d9fea734ec8f259bee27fd66a31b590f55212a0fa1689ade07,135
首轮专家复核,大气科学,Task C,Q42,3d22b6eb8eaed183,3d22b6eb8eaed18321a953500015bb8ca008e7f844b5885e669adb89b6b25a69,117
首轮专家复核,大气科学,Task C,Q43,3090bd70b41e1b57,3090bd70b41e1b575dd5862ffd5ce15f3a3134ea719ae7632bc04049352a928b,148
首轮专家复核,大气科学,Task C,Q44,49e4f8d2d6f37942,49e4f8d2d6f37942316a956b5ff67ec30e46335078b59e5657864c5ceaf3d44d,102
首轮专家复核,物理,Task A,Q7,0aa25ee2c67b459f,0aa25ee2c67b459fcbbe3b1f1668b602a10cc4a0cbcd2beb486017b12ab6d921,64
首轮专家复核,物理,Task A,Q8,0aa25ee2c67b459f,0aa25ee2c67b459fcbbe3b1f1668b602a10cc4a0cbcd2beb486017b12ab6d921,64
首轮专家复核,物理,Task A,Q9,db6886ce57b8ea1e,db6886ce57b8ea1e47aa0e0c90b192faa327d4c3542ca57d9d8827e753357d8b,87
首轮专家复核,物理,Task A,Q10,70e06215093f8346,70e06215093f834651e8a513559d782dc748ad9816403da549e23ad0d5d6fcf6,74
首轮专家复核,物理,Task A,Q11,d24be80cf330108f,d24be80cf330108f15bc35e74e7f19a81a88fc0a096789ae80789dc89442960e,74
首轮专家复核,物理,Task A,Q12,1d98092a2b133c53,1d98092a2b133c538e4e637383f6162c9f0f0c5d5ac97ffd44c10f0cc80a330f,84
首轮专家复核,物理,Task A,Q13,b33b5498bccabc9e,b33b5498bccabc9e4907375fd5f52ae03aacbeaba79c70c23f9d9f5a16bf9a3a,66
首轮专家复核,物理,Task A,Q14,f4ce354edd870703,f4ce354edd8707038e53f0731679cc1090d847c24345b4689f025f47b5657017,70
首轮专家复核,物理,Task A,Q15,fa6a4b4a8aaaa98d,fa6a4b4a8aaaa98d7c8cc40f11cb60cd72bf161a159637958927dd3d19fcd53a,76
首轮专家复核,物理,Task A,Q16,d9d1f1c0b4a81515,d9d1f1c0b4a81515de564bb668658aba1d0ee9af58338da6418782480eb3c1c2,67
首轮专家复核,物理,Task A,Q17,43fbb689d5c38316,43fbb689d5c38316a2639d2dff0cff9c5ba578047a8e359e4a5222cd1c97c360,82
首轮专家复核,物理,Task A,Q18,20298cfa0e528885,20298cfa0e528885fc538d030b223a6d14cb770a0e475a7643587828a69e06a8,84
首轮专家复核,物理,Task B,Q20,ad8b35f20cb10412,ad8b35f20cb10412357bfddafdff8e43f53da20fdfbded44794d1e391806750c,71
首轮专家复核,物理,Task B,Q21,ad8b35f20cb10412,ad8b35f20cb10412357bfddafdff8e43f53da20fdfbded44794d1e391806750c,71
首轮专家复核,物理,Task B,Q22,ad662801b4420244,ad662801b4420244147127106f04b4a58ba611c231325f0ab13aaad7b0c9acf3,81
首轮专家复核,物理,Task B,Q23,b05dbe27c43bf346,b05dbe27c43bf34623901d7affc099a76881f6b9b2f8a54c1e4c43f04b276b70,83
首轮专家复核,物理,Task B,Q24,5e15ad31cf4c6317,5e15ad31cf4c6317bbda035f330f388dda16b58a04a8eb0846846ee4928802ba,80
首轮专家复核,物理,Task B,Q25,801f8c9e97c81e10,801f8c9e97c81e106d54a7dd9a3bdea83dc7fc835060246657ec787cab690ff2,70
首轮专家复核,物理,Task B,Q26,f3810479751c5b39,f3810479751c5b3985d590821517d7f2b4f916f3e30c4bf7eca1cce253714494,73
首轮专家复核,物理,Task B,Q27,75eb2849fa6ba5d1,75eb2849fa6ba5d10aa1bb8738d6a73599d0ac80d510a0c64f5690fbf8aeade2,84
首轮专家复核,物理,Task B,Q28,0b8747e86add45a5,0b8747e86add45a520e6b94d6c32d14b003b0b365fd54b5cce0be2180d3f8dce,86
首轮专家复核,物理,Task B,Q29,4d5289fb02ca21ca,4d5289fb02ca21ca06cbdbef54004a179ea9bca37b37061fa85b3cabf25d2cc6,86
首轮专家复核,物理,Task B,Q30,a0606d716a2ae522,a0606d716a2ae522f5da9a21ba5c5486435ee467abfd4addef80f4551e04fbde,83
首轮专家复核,物理,Task B,Q31,ba1cd7ed7842dc57,ba1cd7ed7842dc5706cfc19fba80581c3da940a5678939743db33860108c4cee,92
首轮专家复核,物理,Task C,Q33,d93cec8596b09c24,d93cec8596b09c240ed3eae5e653f752c3554c143060d4fdf01cc3efb1f49f69,107
首轮专家复核,物理,Task C,Q34,7293a2177ae7127f,7293a2177ae7127f197e09bc06cc9d6fb89fff541b1889cb0a0ae33ee15a15bd,91
首轮专家复核,物理,Task C,Q35,b96e6d79a14be3a4,b96e6d79a14be3a455b8810be7de4229a8823a9d72770ca1edaafd3f6eaf9929,87
首轮专家复核,物理,Task C,Q36,e3a499cd662fda8f,e3a499cd662fda8ff7969b6cf52c39ef2c452bf287f840331c6932ad186acd9c,85
首轮专家复核,物理,Task C,Q37,7048c048d8838c2a,7048c048d8838c2a47c605bd383dd651db519c2113342eb57169efdab841cbc2,88
首轮专家复核,物理,Task C,Q38,2fb9429b39d30e3e,2fb9429b39d30e3ecd4114a54e39e54d6d1cfc5929fb801be117e94d443a102e,93
首轮专家复核,物理,Task C,Q39,1e18107ba67cbefb,1e18107ba67cbefba6930452cb016e20dfceb7632e6e6a83c1f7e034acd21203,86
首轮专家复核,物理,Task C,Q40,38be49fa6eb5441c,38be49fa6eb5441cf21d1dbff7e0888991950556931c7b5c5b79658b75f97a26,124
首轮专家复核,物理,Task C,Q41,1cfcd54fe57e3199,1cfcd54fe57e319984393f11b267a762f56037d4c08b3c9f11ff98101f203241,123
首轮专家复核,物理,Task C,Q42,c28a118eea92aae4,c28a118eea92aae415165ce9ab15c24e9d877c5626b2a3d48a811d1bf5715da9,99
首轮专家复核,物理,Task C,Q43,2d17e0a35d150885,2d17e0a35d1508859368a08f66a5ac3d903a056a7d4d014e7c7f964786116dd1,113
首轮专家复核,物理,Task C,Q44,f45174540db7d00b,f45174540db7d00beeb95035c390d21fdf861abe35349ad36f417e9fc1eb4bd0,95
首轮专家复核,生物,Task A,Q7,8f7f338af4735d94,8f7f338af4735d94a877f433046bea69e106156ecd2ba8c74d1ad5939d6c20bd,85
首轮专家复核,生物,Task A,Q8,549dd2c7e50d9be2,549dd2c7e50d9be24d35925cda88e13c62f615b5346d34f461f7a1563f1e7db5,80
首轮专家复核,生物,Task A,Q9,ba97b5721f5eda3f,ba97b5721f5eda3fd16ef811a8e7397e39fd420a90fe340f3786891fe418119f,90
首轮专家复核,生物,Task A,Q10,f6a6c24d7c17c8f8,f6a6c24d7c17c8f85c660eacace58957637bb373343d2987ddab9b7500fe8ed6,86
首轮专家复核,生物,Task A,Q11,821481f889ed0f28,821481f889ed0f2832727fde4ae0e60b131255c9ddc6573ad5a3bc8ec0e4e3a2,80
首轮专家复核,生物,Task A,Q12,62d8893ccdb9ca08,62d8893ccdb9ca087fe9124ab5a244ed8977218168c6048975b6e2046fc9ecc1,82
首轮专家复核,生物,Task A,Q13,e025df93eb97b68e,e025df93eb97b68e4c6c59f2c90e26ca0b631bb1d8fd7b471ce7bcb1f9ddddcc,70
首轮专家复核,生物,Task A,Q14,59ae82dd8e678e70,59ae82dd8e678e705679b3cddb21fc2ec412d478999fbaf4e158031f21b19579,75
首轮专家复核,生物,Task A,Q15,2aabb415bf15af50,2aabb415bf15af50a9686d36f5075813faa8e7e28bc6488209ae75aac01b1af9,78
首轮专家复核,生物,Task A,Q16,e58fc49fe06aa386,e58fc49fe06aa386e49f2e009dca683067ffb8a09ce3ddce2443d7772e3814b1,73
首轮专家复核,生物,Task A,Q17,3062b618160b167c,3062b618160b167cb18093799161ba5d969b3ab49ed793147a9d50a75d3eaf29,94
首轮专家复核,生物,Task A,Q18,74872b89458b23df,74872b89458b23dfe015a741381b315d4bf000533d43ddae037769eb02fb9ded,105
首轮专家复核,生物,Task B,Q20,4e5ae2e721541138,4e5ae2e721541138e576915e9ed989f7bbbff9a367a89f8cda180a4ef5c5b161,69
首轮专家复核,生物,Task B,Q21,4d0a79cb99f26fb6,4d0a79cb99f26fb613062586ca8d49e9cc4db1f6bc7ff469733b98f786720bd2,92
首轮专家复核,生物,Task B,Q22,6fa670b3be7def39,6fa670b3be7def397c03c2d82d516fc2022929ce93615abb666f1de8ec0c817d,85
首轮专家复核,生物,Task B,Q23,78875f96be5b04e6,78875f96be5b04e64e9dcc0b824c9787c7429afcef46698d1883c822f962a59b,92
首轮专家复核,生物,Task B,Q24,faa08d2901396e60,faa08d2901396e60a650ae023ad135bdc6a1793704d2e14679554fb1bb5b44f9,90
首轮专家复核,生物,Task B,Q25,a0727a0c3c6daebf,a0727a0c3c6daebf2fe6c81a6e3bfe9960edf16ef05ea74fc29d7147d9c55fdf,75
首轮专家复核,生物,Task B,Q26,e255654dbbd56d8d,e255654dbbd56d8d0e097bed087c0b92f0ee32a30d634aed6374d53cc7af0446,73
首轮专家复核,生物,Task B,Q27,0ffec9607a122f1d,0ffec9607a122f1d474dec1acfa2d2ab9dbb478fa1566aea24f98b801683e76b,96
首轮专家复核,生物,Task B,Q28,164b4f35f8ed356d,164b4f35f8ed356d01d1f5e10ae45bd077db82c7d224fa27b9733e45c8e792be,93
首轮专家复核,生物,Task B,Q29,b1009de31a0b3694,b1009de31a0b36943b287b4a0221a1f514c75d13f0ed30904e2d2cd63aff956e,92
首轮专家复核,生物,Task B,Q30,d76afb4a9e4740d6,d76afb4a9e4740d65adb4e79bcc931102d3e359b5e48067c9e0ddab654402ebd,99
首轮专家复核,生物,Task B,Q31,f398a2e96cb33851,f398a2e96cb338511b0f72869643e6cd266be57a4c779547bb8a22e2ce41ff90,98
首轮专家复核,生物,Task C,Q33,b2f4d5bf55b87280,b2f4d5bf55b8728042468f8b28c162f88d5b72bd40410281e14d7e4c60fa6c55,120
首轮专家复核,生物,Task C,Q34,3d093c54058c4981,3d093c54058c4981376af89fbc60ed2cfa67e41415b444cdbb430854c9c78adb,101
首轮专家复核,生物,Task C,Q35,b9db089ecf604a57,b9db089ecf604a5732bae44659aaafa987da93abf8824bc5554508ae813ed02e,96
首轮专家复核,生物,Task C,Q36,f7f6d59333420190,f7f6d59333420190a353f3750f393fcb2d1ae060cde4d5ed652c6eb4a7397f55,102
首轮专家复核,生物,Task C,Q37,5ae7789091f3cf79,5ae7789091f3cf79a630d9c5e260d6129f160b60b32f800dfbc710ed3366c47d,96
首轮专家复核,生物,Task C,Q38,2899b976afbca3cc,2899b976afbca3cc635490f4138fdc1c1def1549151a859ea72f21a69cfd9458,81
首轮专家复核,生物,Task C,Q39,aa3ba19608e76690,aa3ba19608e76690dcac13c1ee3318269ed1d9d4c782f8d363c6d23ed460e5b4,97
首轮专家复核,生物,Task C,Q40,db8edaf10c89ae87,db8edaf10c89ae876109ce08b42257873203439610fe3917921206f2bc90da88,148
首轮专家复核,生物,Task C,Q41,a2fefa9dd143783e,a2fefa9dd143783eaf48116fa57182def0189681e6d34631d535a9342aba4e87,141
首轮专家复核,生物,Task C,Q42,deb1750046698604,deb17500466986044beae331528a651f52fbf314367815bc8e7df0c545ea9e15,116
首轮专家复核,生物,Task C,Q43,fe212bad3f1ee460,fe212bad3f1ee4608c56c2d6497fc8e08e889bb5c8dab415cbe0ace33ffab705,137
首轮专家复核,生物,Task C,Q44,0f1aeeb51ed06aa9,0f1aeeb51ed06aa9cd73a80991d63207e166c1a1ae7c00ebdf15512a6089d874,98
二次专家复核,生物,Task A,B01,7543f1509f98fbda,7543f1509f98fbda08bb4ff5389cc9140a1bfcf220282cebaf91edb1f1df4cb7,255
二次专家复核,生物,Task B,B02,fa6ec6de1ee1435a,fa6ec6de1ee1435a105396e70e62331df32fbe311f2f269e06fd30ec1e842deb,238
