item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,parse_success,retry_count,error_message,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
ri_54048173a9a69900118d,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,2,4,4,4,2,True,0,,200,881,118,
ri_cfd23c6f8d79e8e6aa2b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,4,5,5,1,True,0,,200,888,115,
ri_0dcd5f70f546e4fac128,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,860,115,
ri_d64f00a7aa977ceb53d9,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,5,4,4,2,True,0,,200,866,114,
ri_cddf9401ef0de588c528,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,4,2,True,0,,200,858,113,
ri_2d3a8f452e48d6012185,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,3,1,True,0,,200,865,118,
ri_5d044e89e278993bb952,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,868,117,
ri_6c1b1abe7ccbe95ba58c,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,5,5,5,1,True,0,,200,862,113,
ri_b1450c76b85cfaf7d3a1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,3,3,True,0,,200,870,115,
ri_8d60f5e997f685ac5c50,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,1,3,True,0,,200,879,117,
ri_70d14669df20187ea5d8,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,5,3,2,True,0,,200,880,116,
ri_c5bc8425bfead0efbc52,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,4,5,1,True,0,,200,864,112,
ri_c962f7ad42fb1b555c4d,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,5,3,2,True,0,,200,867,115,
ri_66398c10b7c0fb8a0671,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,2,3,2,True,0,,200,883,117,
ri_a963f040f282db5aa5af,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,1,4,4,1,3,True,0,,200,891,114,
ri_d8f5d2e690b3762c2960,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,3,2,True,0,,200,876,117,
ri_f4a15b40373179d6aa1c,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,4,5,4,2,True,0,,200,897,116,
ri_ac72b4302ca379cdc971,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,4,5,2,True,0,,200,862,113,
ri_65948e20b0563983fb54,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,872,117,
ri_427a60422550f0ea8403,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,4,1,True,0,,200,906,117,
ri_2e937922f389c31a2390,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,4,3,4,2,True,0,,200,880,118,
ri_1f05d5f19f9c75667665,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,3,2,True,0,,200,874,118,
ri_775f18565e58a1f1f444,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,4,4,2,True,0,,200,869,118,
ri_dfb51f70baaf1f492fbf,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,856,113,
ri_42f49ea5678cd904fa0e,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,5,5,3,2,True,0,,200,867,115,
ri_1b8c3e0034d5b329e9f2,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,5,1,True,0,,200,897,118,
ri_33a112b16858f57c2e0b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,5,5,3,3,True,0,,200,880,118,
ri_ce90cf5a33701f6b5433,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,882,115,
ri_5c81dfddd3f935ca14c1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,5,1,True,0,,200,860,114,
ri_5f8c7f95723513900e5d,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,2,5,4,4,2,True,0,,200,869,118,
ri_8fbbcc9f2517715272ca,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,2,3,True,0,,200,877,115,
ri_37998b2e8819e95835a1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,870,118,
ri_afd45b47495218dbcd97,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,2,4,3,3,3,True,0,,200,882,114,
ri_62262e3e65ed8cf89c67,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,1,,200,897,116,
ri_1ccfbd12722b50838fe5,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,2,2,3,3,3,3,True,0,,200,888,115,
ri_2ac41a84070ca78b12c5,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,882,116,
ri_60582b8fc296f39d5f04,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,1,3,3,True,0,,200,879,117,
ri_387d5492237e13ae049f,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,862,117,
ri_a17435dc62c31c479684,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,1,3,True,0,,200,889,116,
ri_953aaab476b04796b185,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,1,5,True,0,,200,882,116,
ri_c59986ce0c2be0c9c64d,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,5,5,3,3,True,1,,200,884,115,
ri_ed13db91f40ef82d463d,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,1,,200,864,114,
ri_7dd26b8311f5150f4018,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,4,2,True,1,,200,897,117,
ri_65f9752998663b5172fa,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,4,4,4,3,True,1,,200,885,117,
ri_3580038a1a961d2d806f,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,2,3,3,3,3,True,1,,200,877,118,
ri_9211813bc0901927d1be,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,5,5,5,1,True,1,,200,883,116,
ri_fdbf2e471bdabfd803c5,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,1,,200,873,113,
ri_2d774a417044c1433402,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,5,1,True,1,,200,888,118,
ri_fd084a385e945593f6d6,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,4,4,4,2,True,1,,200,878,116,
ri_be4f15000edf904b23eb,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,868,114,
ri_bf1d16c0db094998ec15,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,5,5,5,5,1,True,0,,200,883,115,
ri_e728a8c62a9ba42491b3,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,3,2,True,0,,200,872,116,
ri_6947e1a45e3bd0452555,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,3,2,True,1,,200,881,117,
ri_61f0c6f5fd076ee8e729,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,2,3,4,2,3,True,0,,200,876,116,
ri_3bc0310f28f5f63dec61,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,867,115,
ri_241b19bbf17736cdf12a,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,867,115,
ri_122c898136e2e52049ba,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,4,4,4,2,True,0,,200,879,117,
ri_49711bfc2fb3b2c288ee,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,4,4,1,True,0,,200,871,115,
ri_fb250bacb43b39b5f794,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,866,114,
ri_6954a66dc0ed88a57723,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,897,116,
ri_2cbf4a120e6dfdfa786b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,4,4,4,2,True,1,,200,875,114,
ri_f1cd8090684f30a26139,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,3,3,True,0,,200,868,116,
ri_fc996c8a4fec0f260e9a,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,882,114,
ri_58394ab9a4f0a0e44dcf,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,4,4,2,3,True,0,,200,868,116,
ri_5a1495fe068d178c2dad,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,905,115,
ri_fd74141c69ef6dba30a8,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,880,113,
ri_f52d7fb38af17d044737,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,4,1,True,0,,200,906,115,
ri_118e50666269e5d5b8c1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,2,4,5,4,1,True,0,,200,880,118,
ri_ac3dc9dfe864632eec7a,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,5,1,True,0,,200,855,112,
ri_ba8bf491a6747dcbaa19,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,5,5,5,5,1,True,0,,200,893,114,
ri_8aeff3be993b4b6c3cb1,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,3,3,True,0,,200,853,114,
ri_dad46986c01c0162362b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,892,116,
ri_3b335a24755a1e78ea64,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,887,117,
ri_e846a0d6ba1babd604f4,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,5,5,5,5,1,True,0,,200,891,114,
ri_3cfd09b9683566b00ec9,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,3,2,True,0,,200,877,116,
ri_2832068357a788cabeb3,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,2,3,True,0,,200,866,115,
ri_f9d6b34d45506a09210e,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,885,117,
ri_60443640a29bcff8690c,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,864,116,
ri_35b1eeb1844c9709c148,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,912,117,
ri_e46a92daea56e52464c0,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,3,5,1,True,0,,200,870,115,
ri_f7a13c84f4967e5d00bd,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,4,2,True,0,,200,878,116,
ri_7310024706459481ad6a,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,4,4,1,2,True,0,,200,873,117,
ri_2704188f93cc1d3bccba,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,5,5,4,2,True,0,,200,876,114,
ri_e96814e2ec0ede29fbf2,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,872,113,
ri_67c1db70d308532b649c,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,4,4,4,2,True,0,,200,883,117,
ri_79666f0826c629cd6651,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,4,5,5,1,True,0,,200,879,117,
ri_d9bc37fa96da8020f39a,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,5,5,5,5,1,True,0,,200,861,114,
ri_6a9490b198a8431daa52,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,891,117,
ri_1c40ac85ca9190d48624,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,5,1,True,0,,200,867,116,
ri_790f9533630d1968033f,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,5,3,2,True,0,,200,886,118,
ri_7b50f4ef0f2065101090,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,875,117,
ri_5a9db446a04e8c9669d4,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,3,2,True,0,,200,870,117,
ri_06d64f5f6439df937484,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,4,5,1,True,0,,200,874,117,
ri_ab4bcd45545b1040efda,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,859,112,
ri_27ac8a51325873894128,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,905,117,
ri_4a3e1af269f12c59d6c6,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,3,3,3,3,3,True,0,,200,887,117,
ri_f6ce03c8948961fafdae,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,885,112,
ri_291ce7b51f117629c989,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1,1,1,1,1,1,True,0,,200,874,117,
ri_1dcadd2b7424eb0ed52b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,4,5,5,1,True,0,,200,864,113,
ri_885c8ce164c3492dbf77,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,880,116,
ri_fad49b80ccd872771f8b,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,1,3,3,5,1,True,0,,200,865,114,
ri_d672c7f23ab27c8c8f40,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,866,116,
ri_a51644bcde3aa2a13d42,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,4,2,True,0,,200,869,114,
ri_6852c3b3b5d25b106bf5,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,874,117,
ri_14ac00b82e7011ac16a2,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,True,0,,200,897,116,
ri_8ccd80edbc3790b2e227,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,861,114,
ri_626c4812ce57bd4586ae,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,876,115,
ri_249980ef339639726610,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,870,117,
ri_e7ae6a01199d6b47dfab,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,3,4,2,True,0,,200,860,114,
ri_33be492a76243e88ac65,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,2,4,4,4,2,True,0,,200,867,116,
ri_1c106da52b02877a26f2,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3,2,4,4,2,3,True,0,,200,871,117,
ri_0a745ca9e77c7886c591,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,True,0,,200,900,117,
