item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,parse_success,retry_count,error_message,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
ri_f84728d0fc47f13799ec,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,3,3,3,True,0,,200,1227,137,
ri_2f90bc2315f80cb94a9e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1279,139,
ri_4af4bc1a7937f4ee4350,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,3,True,0,,200,1269,139,
ri_bdd239eb95fa893aea08,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,3,True,0,,200,1255,136,
ri_8fd81c8f1be1896a3616,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1261,139,
ri_b1450c76b85cfaf7d3a1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,3,True,0,,200,1262,140,
ri_cfd23c6f8d79e8e6aa2b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1280,137,
ri_2d789c88d9dea3c649bf,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,4,1,1,4,True,0,,200,1263,674,
ri_d74543b73fa5c1291425,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,2,3,3,1,4,True,0,,200,1235,137,
ri_d64f00a7aa977ceb53d9,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1240,139,
ri_6c1b1abe7ccbe95ba58c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1247,140,
ri_74c4ea628ba527dfcd17,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,2,2,4,True,0,,200,1236,136,
ri_70d14669df20187ea5d8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1245,137,
ri_8d60f5e997f685ac5c50,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,1,1,4,True,0,,200,1248,139,
ri_427a60422550f0ea8403,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,4,3,3,True,0,,200,1280,136,
ri_2d3a8f452e48d6012185,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,3,2,3,True,0,,200,1220,139,
ri_c5bc8425bfead0efbc52,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1257,138,
ri_c962f7ad42fb1b555c4d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,3,2,3,True,0,,200,1240,139,
ri_54048173a9a69900118d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1234,638,
ri_f4a15b40373179d6aa1c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,3,4,4,2,True,0,,200,1278,139,
ri_a963f040f282db5aa5af,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,3,3,True,0,,200,1264,137,
ri_775f18565e58a1f1f444,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1225,138,
ri_d8f5d2e690b3762c2960,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,1,4,True,0,,200,1245,140,
ri_ac72b4302ca379cdc971,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,2,2,4,True,0,,200,1236,136,
ri_ce90cf5a33701f6b5433,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1263,138,
ri_65948e20b0563983fb54,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1234,136,
ri_2e937922f389c31a2390,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,4,True,0,,200,1236,137,
ri_66398c10b7c0fb8a0671,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,3,2,2,4,True,0,,200,1269,139,
ri_5d044e89e278993bb952,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,4,2,True,0,,200,1215,659,
ri_33a112b16858f57c2e0b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1249,139,
ri_1b8c3e0034d5b329e9f2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1273,142,
ri_1ccfbd12722b50838fe5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1265,137,
ri_5c81dfddd3f935ca14c1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,2,2,3,3,True,0,,200,1229,139,
ri_42f49ea5678cd904fa0e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,3,2,3,True,0,,200,1234,137,
ri_dfb51f70baaf1f492fbf,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1221,138,
ri_62262e3e65ed8cf89c67,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1280,138,
ri_60582b8fc296f39d5f04,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1245,138,
ri_1f05d5f19f9c75667665,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1242,139,
ri_cddf9401ef0de588c528,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,3,True,0,,200,1222,659,
ri_8fbbcc9f2517715272ca,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1263,137,
ri_5f8c7f95723513900e5d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1228,139,
ri_2ac41a84070ca78b12c5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,2,3,True,0,,200,1262,138,
ri_fdbf2e471bdabfd803c5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,2,3,True,0,,200,1262,138,
ri_387d5492237e13ae049f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,3,2,3,True,0,,200,1211,136,
ri_a17435dc62c31c479684,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,2,1,4,True,0,,200,1254,136,
ri_37998b2e8819e95835a1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1223,138,
ri_65f9752998663b5172fa,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1255,136,
ri_953aaab476b04796b185,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1241,136,
ri_afd45b47495218dbcd97,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1257,136,
ri_c59986ce0c2be0c9c64d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,3,3,3,True,0,,200,1272,140,
ri_6947e1a45e3bd0452555,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,3,True,0,,200,1261,138,
ri_7dd26b8311f5150f4018,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1282,138,
ri_e728a8c62a9ba42491b3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,2,2,4,True,0,,200,1245,139,
ri_2d774a417044c1433402,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,4,3,2,True,0,,200,1242,136,
ri_9211813bc0901927d1be,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1247,136,
ri_fd084a385e945593f6d6,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,2,3,2,2,4,True,0,,200,1250,137,
ri_3580038a1a961d2d806f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1242,138,
ri_ed13db91f40ef82d463d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,3,4,2,True,0,,200,1227,137,
ri_2cbf4a120e6dfdfa786b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1262,139,
ri_bf1d16c0db094998ec15,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,3,2,True,0,,200,1246,137,
ri_3bc0310f28f5f63dec61,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1230,138,
ri_61f0c6f5fd076ee8e729,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1248,139,
ri_122c898136e2e52049ba,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1238,136,
ri_49711bfc2fb3b2c288ee,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1239,138,
ri_fb250bacb43b39b5f794,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1246,137,
ri_118e50666269e5d5b8c1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,1,,200,1249,139,
ri_f52d7fb38af17d044737,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,1,,200,1303,137,
ri_241b19bbf17736cdf12a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,1,,200,1234,132,
ri_5a1495fe068d178c2dad,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,1,,200,1289,137,
ri_fc996c8a4fec0f260e9a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,1,,200,1269,140,
ri_3b335a24755a1e78ea64,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,3,3,1,4,True,0,,200,1238,138,
ri_6954a66dc0ed88a57723,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,3,3,True,1,,200,1264,137,
ri_ac3dc9dfe864632eec7a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,3,4,2,True,0,,200,1227,138,
ri_fd74141c69ef6dba30a8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,3,True,1,,200,1265,138,
ri_ba8bf491a6747dcbaa19,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1273,137,
ri_f1cd8090684f30a26139,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,1,,200,1236,137,
ri_dad46986c01c0162362b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1273,136,
ri_58394ab9a4f0a0e44dcf,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,2,,200,1246,140,
ri_60443640a29bcff8690c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1217,136,
ri_f9d6b34d45506a09210e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1250,139,
ri_be4f15000edf904b23eb,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,1,,200,1240,695,
ri_35b1eeb1844c9709c148,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1306,138,
ri_e46a92daea56e52464c0,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,2,4,True,0,,200,1252,138,
ri_2704188f93cc1d3bccba,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1261,138,
ri_e846a0d6ba1babd604f4,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,3,4,4,2,True,1,,200,1278,139,
ri_3cfd09b9683566b00ec9,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,2,2,3,True,0,,200,1256,611,
ri_e96814e2ec0ede29fbf2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,0,,200,1261,139,
ri_2832068357a788cabeb3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,2,True,0,,200,1231,642,
ri_7310024706459481ad6a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,3,2,3,True,1,,200,1228,135,
ri_6a9490b198a8431daa52,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1263,138,
ri_7b50f4ef0f2065101090,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1237,138,
ri_67c1db70d308532b649c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,3,4,3,2,True,0,,200,1242,671,
ri_8aeff3be993b4b6c3cb1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,1,,200,1220,140,
ri_790f9533630d1968033f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,2,3,True,0,,200,1238,136,
ri_1c40ac85ca9190d48624,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,3,4,2,True,0,,200,1224,137,
ri_06d64f5f6439df937484,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1238,137,
ri_f6ce03c8948961fafdae,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,3,4,4,2,True,0,,200,1272,137,
ri_f7a13c84f4967e5d00bd,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,1,4,True,0,,200,1259,759,
ri_d9bc37fa96da8020f39a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,2,3,True,0,,200,1233,138,
ri_5a9db446a04e8c9669d4,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,2,4,True,0,,200,1227,140,
ri_291ce7b51f117629c989,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1227,136,
ri_ab4bcd45545b1040efda,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,1,2,4,True,0,,200,1239,137,
ri_a51644bcde3aa2a13d42,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1240,138,
ri_1dcadd2b7424eb0ed52b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,3,True,0,,200,1259,139,
ri_27ac8a51325873894128,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,5,5,4,2,True,0,,200,1276,135,
ri_fad49b80ccd872771f8b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1233,138,
ri_4a3e1af269f12c59d6c6,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,3,3,1,4,True,0,,200,1247,141,
ri_6852c3b3b5d25b106bf5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1237,140,
ri_79666f0826c629cd6651,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,2,3,3,2,4,True,0,,200,1238,753,
ri_626c4812ce57bd4586ae,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1233,136,
ri_1c106da52b02877a26f2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,1,5,True,0,,200,1240,138,
ri_d672c7f23ab27c8c8f40,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1232,140,
ri_885c8ce164c3492dbf77,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1242,137,
ri_249980ef339639726610,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,3,3,3,True,0,,200,1218,133,
ri_14ac00b82e7011ac16a2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1301,138,
ri_33be492a76243e88ac65,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1218,136,
ri_60f001d7c4f49be39627,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1265,138,
