source_stimulus_id,concept_id,domain,task_type,generator,replicate_index,dimension,n_judges_valid,fixed_9_complete,panel_mean,panel_median,panel_trimmed_one_each_tail,no_self_n_judges_valid,no_self_complete,panel_no_self_mean
RST001,C01,Physics,A,Mimo,3,mq,9,True,3.888888888888889,3.0,3.857142857142857,8,True,4.0
RST001,C01,Physics,A,Mimo,3,risk,9,True,1.6666666666666667,1.0,1.5714285714285714,8,True,1.5
RST002,C01,Physics,B,Alibaba Qwen,1,fa,9,True,3.7777777777777777,4.0,3.7142857142857144,8,True,3.625
RST002,C01,Physics,B,Alibaba Qwen,1,cc,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.25
RST002,C01,Physics,B,Alibaba Qwen,1,lc,9,True,3.888888888888889,4.0,4.0,8,True,3.75
RST002,C01,Physics,B,Alibaba Qwen,1,tf,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.375
RST002,C01,Physics,B,Alibaba Qwen,1,mq,9,True,3.888888888888889,4.0,4.0,8,True,3.75
RST002,C01,Physics,B,Alibaba Qwen,1,risk,9,True,1.8888888888888888,2.0,1.8571428571428572,8,True,2.0
RST002,C01,Physics,B,Alibaba Qwen,2,fa,9,True,3.7777777777777777,4.0,3.7142857142857144,8,True,3.625
RST002,C01,Physics,B,Alibaba Qwen,2,cc,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.25
RST002,C01,Physics,B,Alibaba Qwen,2,lc,9,True,4.111111111111111,4.0,4.285714285714286,8,True,4.0
RST002,C01,Physics,B,Alibaba Qwen,2,tf,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.5
RST002,C01,Physics,B,Alibaba Qwen,2,mq,9,True,3.888888888888889,4.0,4.0,8,True,3.75
RST002,C01,Physics,B,Alibaba Qwen,2,risk,9,True,2.0,2.0,2.0,8,True,2.125
RST002,C01,Physics,B,Alibaba Qwen,3,fa,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST002,C01,Physics,B,Alibaba Qwen,3,cc,9,True,2.4444444444444446,3.0,2.5714285714285716,8,True,2.375
RST002,C01,Physics,B,Alibaba Qwen,3,lc,9,True,4.111111111111111,4.0,4.285714285714286,8,True,4.0
RST002,C01,Physics,B,Alibaba Qwen,3,tf,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.5
RST002,C01,Physics,B,Alibaba Qwen,3,mq,9,True,4.222222222222222,5.0,4.428571428571429,8,True,4.125
RST002,C01,Physics,B,Alibaba Qwen,3,risk,9,True,2.0,2.0,1.8571428571428572,8,True,2.125
RST003,C01,Physics,C,Moonshot Kimi,1,fa,9,True,3.7777777777777777,4.0,3.7142857142857144,8,True,3.875
RST003,C01,Physics,C,Moonshot Kimi,1,cc,9,True,2.6666666666666665,3.0,2.5714285714285716,8,True,2.625
RST003,C01,Physics,C,Moonshot Kimi,1,lc,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST003,C01,Physics,C,Moonshot Kimi,1,tf,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.625
RST003,C01,Physics,C,Moonshot Kimi,1,mq,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.375
RST003,C01,Physics,C,Moonshot Kimi,1,risk,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.0
RST003,C01,Physics,C,Moonshot Kimi,2,fa,9,True,3.7777777777777777,4.0,3.7142857142857144,8,True,3.875
RST003,C01,Physics,C,Moonshot Kimi,2,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.5
RST003,C01,Physics,C,Moonshot Kimi,2,lc,9,True,4.333333333333333,4.0,4.428571428571429,8,True,4.375
RST003,C01,Physics,C,Moonshot Kimi,2,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST003,C01,Physics,C,Moonshot Kimi,2,mq,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.125
RST003,C01,Physics,C,Moonshot Kimi,2,risk,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.0
RST003,C01,Physics,C,Moonshot Kimi,3,fa,9,True,4.0,4.0,4.0,8,True,4.125
RST003,C01,Physics,C,Moonshot Kimi,3,cc,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.75
RST003,C01,Physics,C,Moonshot Kimi,3,lc,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.375
RST003,C01,Physics,C,Moonshot Kimi,3,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST003,C01,Physics,C,Moonshot Kimi,3,mq,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.125
RST003,C01,Physics,C,Moonshot Kimi,3,risk,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.0
RST004,C02,Physics,A,DeepSeek,1,fa,9,True,2.6666666666666665,3.0,2.7142857142857144,8,True,2.625
RST004,C02,Physics,A,DeepSeek,1,cc,9,True,2.0,2.0,2.0,8,True,2.0
RST004,C02,Physics,A,DeepSeek,1,lc,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,2.75
RST004,C02,Physics,A,DeepSeek,1,tf,9,True,3.0,3.0,3.0,8,True,3.0
RST004,C02,Physics,A,DeepSeek,1,mq,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.75
RST004,C02,Physics,A,DeepSeek,1,risk,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.375
RST004,C02,Physics,A,DeepSeek,2,fa,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,2.75
RST004,C02,Physics,A,DeepSeek,2,cc,9,True,2.111111111111111,2.0,2.0,8,True,2.125
RST004,C02,Physics,A,DeepSeek,2,lc,9,True,2.888888888888889,3.0,2.857142857142857,8,True,2.875
RST004,C02,Physics,A,DeepSeek,2,tf,9,True,2.888888888888889,3.0,2.857142857142857,8,True,2.875
RST004,C02,Physics,A,DeepSeek,2,mq,9,True,2.6666666666666665,3.0,2.5714285714285716,8,True,2.625
RST004,C02,Physics,A,DeepSeek,2,risk,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.25
RST004,C02,Physics,A,DeepSeek,3,fa,9,True,2.5555555555555554,3.0,2.7142857142857144,8,True,2.5
RST004,C02,Physics,A,DeepSeek,3,cc,9,True,2.0,2.0,2.0,8,True,2.0
RST004,C02,Physics,A,DeepSeek,3,lc,9,True,3.0,3.0,3.0,8,True,3.0
RST004,C02,Physics,A,DeepSeek,3,tf,9,True,2.888888888888889,3.0,3.0,8,True,2.875
RST004,C02,Physics,A,DeepSeek,3,mq,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.5
RST004,C02,Physics,A,DeepSeek,3,risk,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.375
RST005,C02,Physics,B,Anthropic Claude,1,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.5
RST005,C02,Physics,B,Anthropic Claude,1,cc,9,True,2.4444444444444446,3.0,2.5714285714285716,8,True,2.625
RST005,C02,Physics,B,Anthropic Claude,1,lc,9,True,4.444444444444445,5.0,4.714285714285714,8,True,4.75
RST005,C02,Physics,B,Anthropic Claude,1,tf,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.25
RST005,C02,Physics,B,Anthropic Claude,1,mq,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.625
RST005,C02,Physics,B,Anthropic Claude,1,risk,9,True,1.7777777777777777,2.0,1.5714285714285714,8,True,1.5
RST005,C02,Physics,B,Anthropic Claude,2,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.625
RST005,C02,Physics,B,Anthropic Claude,2,cc,9,True,2.5555555555555554,3.0,2.7142857142857144,8,True,2.75
RST005,C02,Physics,B,Anthropic Claude,2,lc,9,True,3.888888888888889,4.0,4.142857142857143,8,True,4.25
RST005,C02,Physics,B,Anthropic Claude,2,tf,9,True,3.4444444444444446,3.0,3.5714285714285716,8,True,3.75
RST005,C02,Physics,B,Anthropic Claude,2,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,4.0
RST005,C02,Physics,B,Anthropic Claude,2,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.75
RST005,C02,Physics,B,Anthropic Claude,3,fa,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.75
RST005,C02,Physics,B,Anthropic Claude,3,cc,9,True,2.888888888888889,3.0,2.857142857142857,8,True,3.125
RST005,C02,Physics,B,Anthropic Claude,3,lc,9,True,4.444444444444445,5.0,4.714285714285714,8,True,4.75
RST005,C02,Physics,B,Anthropic Claude,3,tf,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.875
RST005,C02,Physics,B,Anthropic Claude,3,mq,9,True,3.888888888888889,4.0,4.0,8,True,4.125
RST005,C02,Physics,B,Anthropic Claude,3,risk,9,True,1.8888888888888888,2.0,1.7142857142857142,8,True,1.625
RST006,C02,Physics,C,ByteDance Doubao,1,fa,9,True,3.0,3.0,3.0,8,True,3.0
RST006,C02,Physics,C,ByteDance Doubao,1,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.25
RST006,C02,Physics,C,ByteDance Doubao,1,lc,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.625
RST006,C02,Physics,C,ByteDance Doubao,1,tf,9,True,3.5555555555555554,4.0,3.7142857142857144,8,True,3.5
RST006,C02,Physics,C,ByteDance Doubao,1,mq,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.125
RST006,C02,Physics,C,ByteDance Doubao,1,risk,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,2.75
RST006,C02,Physics,C,ByteDance Doubao,2,fa,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.25
RST006,C02,Physics,C,ByteDance Doubao,2,cc,9,True,2.4444444444444446,3.0,2.5714285714285716,8,True,2.5
RST006,C02,Physics,C,ByteDance Doubao,2,lc,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.625
RST006,C02,Physics,C,ByteDance Doubao,2,tf,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.125
RST006,C02,Physics,C,ByteDance Doubao,2,mq,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.625
RST006,C02,Physics,C,ByteDance Doubao,2,risk,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,2.75
RST006,C02,Physics,C,ByteDance Doubao,3,fa,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.5
RST006,C02,Physics,C,ByteDance Doubao,3,cc,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,3.0
RST006,C02,Physics,C,ByteDance Doubao,3,lc,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.25
RST006,C02,Physics,C,ByteDance Doubao,3,tf,9,True,4.222222222222222,5.0,4.285714285714286,8,True,4.375
RST006,C02,Physics,C,ByteDance Doubao,3,mq,9,True,2.5555555555555554,3.0,2.4285714285714284,8,True,2.75
RST006,C02,Physics,C,ByteDance Doubao,3,risk,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.5
RST007,C03,Physics,A,Moonshot Kimi,1,fa,9,True,5.0,5.0,5.0,8,True,5.0
RST007,C03,Physics,A,Moonshot Kimi,1,cc,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.75
RST007,C03,Physics,A,Moonshot Kimi,1,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST007,C03,Physics,A,Moonshot Kimi,1,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST007,C03,Physics,A,Moonshot Kimi,1,mq,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST007,C03,Physics,A,Moonshot Kimi,1,risk,9,True,1.1111111111111112,1.0,1.0,8,True,1.125
RST007,C03,Physics,A,Moonshot Kimi,2,fa,9,True,4.555555555555555,5.0,5.0,8,True,4.5
RST007,C03,Physics,A,Moonshot Kimi,2,cc,9,True,3.4444444444444446,3.0,3.5714285714285716,8,True,3.5
RST007,C03,Physics,A,Moonshot Kimi,2,lc,9,True,4.444444444444445,5.0,4.857142857142857,8,True,4.375
RST007,C03,Physics,A,Moonshot Kimi,2,tf,9,True,4.222222222222222,5.0,4.571428571428571,8,True,4.125
RST007,C03,Physics,A,Moonshot Kimi,2,mq,9,True,4.111111111111111,5.0,4.428571428571429,8,True,4.25
RST007,C03,Physics,A,Moonshot Kimi,2,risk,9,True,1.2222222222222223,1.0,1.1428571428571428,8,True,1.25
RST007,C03,Physics,A,Moonshot Kimi,3,fa,9,True,5.0,5.0,5.0,8,True,5.0
RST007,C03,Physics,A,Moonshot Kimi,3,cc,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.75
RST007,C03,Physics,A,Moonshot Kimi,3,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST007,C03,Physics,A,Moonshot Kimi,3,tf,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST007,C03,Physics,A,Moonshot Kimi,3,mq,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST007,C03,Physics,A,Moonshot Kimi,3,risk,9,True,1.3333333333333333,1.0,1.1428571428571428,8,True,1.375
RST008,C03,Physics,B,Mimo,1,fa,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.875
RST008,C03,Physics,B,Mimo,1,cc,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.25
RST008,C03,Physics,B,Mimo,1,lc,9,True,4.0,4.0,4.142857142857143,8,True,4.0
RST008,C03,Physics,B,Mimo,1,tf,9,True,3.4444444444444446,4.0,3.5714285714285716,8,True,3.375
RST008,C03,Physics,B,Mimo,1,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.75
RST008,C03,Physics,B,Mimo,1,risk,9,True,2.111111111111111,2.0,2.0,8,True,2.125
RST008,C03,Physics,B,Mimo,2,fa,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST008,C03,Physics,B,Mimo,2,cc,9,True,2.4444444444444446,3.0,2.5714285714285716,8,True,2.375
RST008,C03,Physics,B,Mimo,2,lc,9,True,4.111111111111111,4.0,4.285714285714286,8,True,4.0
RST008,C03,Physics,B,Mimo,2,tf,9,True,3.5555555555555554,3.0,3.5714285714285716,8,True,3.375
RST008,C03,Physics,B,Mimo,2,mq,9,True,3.6666666666666665,3.0,3.7142857142857144,8,True,3.5
RST008,C03,Physics,B,Mimo,2,risk,9,True,2.2222222222222223,2.0,2.142857142857143,8,True,2.375
RST008,C03,Physics,B,Mimo,3,fa,9,True,3.4444444444444446,4.0,3.5714285714285716,8,True,3.75
RST008,C03,Physics,B,Mimo,3,cc,9,True,2.3333333333333335,2.0,2.2857142857142856,8,True,2.5
RST008,C03,Physics,B,Mimo,3,lc,9,True,3.5555555555555554,4.0,3.7142857142857144,8,True,3.875
RST008,C03,Physics,B,Mimo,3,tf,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.5
RST008,C03,Physics,B,Mimo,3,mq,9,True,3.3333333333333335,3.0,3.4285714285714284,8,True,3.625
RST008,C03,Physics,B,Mimo,3,risk,9,True,2.2222222222222223,2.0,2.142857142857143,8,True,2.375
RST009,C03,Physics,C,Zhipu GLM,1,fa,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST009,C03,Physics,C,Zhipu GLM,1,cc,9,True,3.0,3.0,3.142857142857143,8,True,3.0
RST009,C03,Physics,C,Zhipu GLM,1,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST009,C03,Physics,C,Zhipu GLM,1,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST009,C03,Physics,C,Zhipu GLM,1,mq,9,True,3.5555555555555554,3.0,3.7142857142857144,8,True,3.625
RST009,C03,Physics,C,Zhipu GLM,1,risk,9,True,2.0,2.0,2.0,8,True,2.125
RST009,C03,Physics,C,Zhipu GLM,2,fa,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST009,C03,Physics,C,Zhipu GLM,2,cc,9,True,3.0,3.0,3.0,8,True,3.0
RST009,C03,Physics,C,Zhipu GLM,2,lc,9,True,4.777777777777778,5.0,5.0,8,True,4.75
RST009,C03,Physics,C,Zhipu GLM,2,tf,9,True,4.777777777777778,5.0,5.0,8,True,4.75
RST009,C03,Physics,C,Zhipu GLM,2,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.875
RST009,C03,Physics,C,Zhipu GLM,2,risk,9,True,1.6666666666666667,1.0,1.5714285714285714,8,True,1.75
RST009,C03,Physics,C,Zhipu GLM,3,fa,9,True,5.0,5.0,5.0,8,True,5.0
RST009,C03,Physics,C,Zhipu GLM,3,cc,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.25
RST009,C03,Physics,C,Zhipu GLM,3,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST009,C03,Physics,C,Zhipu GLM,3,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST009,C03,Physics,C,Zhipu GLM,3,mq,9,True,3.888888888888889,4.0,3.857142857142857,8,True,4.0
RST009,C03,Physics,C,Zhipu GLM,3,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.75
RST010,C04,Physics,A,OpenAI GPT,1,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.375
RST010,C04,Physics,A,OpenAI GPT,1,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.0
RST010,C04,Physics,A,OpenAI GPT,1,lc,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.125
RST010,C04,Physics,A,OpenAI GPT,1,tf,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.0
RST010,C04,Physics,A,OpenAI GPT,1,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.75
RST010,C04,Physics,A,OpenAI GPT,1,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.75
RST010,C04,Physics,A,OpenAI GPT,2,fa,9,True,3.888888888888889,4.0,3.857142857142857,8,True,3.75
RST010,C04,Physics,A,OpenAI GPT,2,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.0
RST010,C04,Physics,A,OpenAI GPT,2,lc,9,True,4.333333333333333,5.0,4.571428571428571,8,True,4.25
RST010,C04,Physics,A,OpenAI GPT,2,tf,9,True,4.333333333333333,5.0,4.571428571428571,8,True,4.25
RST010,C04,Physics,A,OpenAI GPT,2,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.75
RST010,C04,Physics,A,OpenAI GPT,2,risk,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.375
RST010,C04,Physics,A,OpenAI GPT,3,fa,9,True,3.7777777777777777,4.0,3.7142857142857144,8,True,3.75
RST010,C04,Physics,A,OpenAI GPT,3,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.0
RST010,C04,Physics,A,OpenAI GPT,3,lc,9,True,4.0,4.0,4.0,8,True,3.875
RST010,C04,Physics,A,OpenAI GPT,3,tf,9,True,3.888888888888889,4.0,4.0,8,True,3.75
RST010,C04,Physics,A,OpenAI GPT,3,mq,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.5
RST010,C04,Physics,A,OpenAI GPT,3,risk,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.375
RST011,C04,Physics,B,ByteDance Doubao,1,fa,9,True,3.888888888888889,4.0,3.857142857142857,8,True,4.0
RST011,C04,Physics,B,ByteDance Doubao,1,cc,9,True,2.4444444444444446,2.0,2.4285714285714284,8,True,2.5
RST011,C04,Physics,B,ByteDance Doubao,1,lc,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST011,C04,Physics,B,ByteDance Doubao,1,tf,9,True,4.0,4.0,4.142857142857143,8,True,4.0
RST011,C04,Physics,B,ByteDance Doubao,1,mq,9,True,3.888888888888889,4.0,4.0,8,True,4.0
RST011,C04,Physics,B,ByteDance Doubao,1,risk,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.25
RST011,C04,Physics,B,ByteDance Doubao,2,fa,9,True,4.0,4.0,4.0,8,True,4.125
RST011,C04,Physics,B,ByteDance Doubao,2,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.625
RST011,C04,Physics,B,ByteDance Doubao,2,lc,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST011,C04,Physics,B,ByteDance Doubao,2,tf,9,True,3.888888888888889,4.0,4.0,8,True,4.0
RST011,C04,Physics,B,ByteDance Doubao,2,mq,9,True,3.888888888888889,4.0,4.0,8,True,4.0
RST011,C04,Physics,B,ByteDance Doubao,2,risk,9,True,2.3333333333333335,2.0,2.4285714285714284,8,True,2.25
RST011,C04,Physics,B,ByteDance Doubao,3,fa,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.5
RST011,C04,Physics,B,ByteDance Doubao,3,cc,9,True,2.4444444444444446,3.0,2.5714285714285716,8,True,2.375
RST011,C04,Physics,B,ByteDance Doubao,3,lc,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST011,C04,Physics,B,ByteDance Doubao,3,tf,9,True,3.888888888888889,4.0,4.0,8,True,3.875
RST011,C04,Physics,B,ByteDance Doubao,3,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.875
RST011,C04,Physics,B,ByteDance Doubao,3,risk,9,True,2.4444444444444446,2.0,2.2857142857142856,8,True,2.5
RST012,C04,Physics,C,Google Gemini,1,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.375
RST012,C04,Physics,C,Google Gemini,1,cc,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.25
RST012,C04,Physics,C,Google Gemini,1,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST012,C04,Physics,C,Google Gemini,1,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST012,C04,Physics,C,Google Gemini,1,mq,9,True,4.555555555555555,5.0,4.571428571428571,8,True,4.625
RST012,C04,Physics,C,Google Gemini,1,risk,9,True,1.8888888888888888,2.0,1.8571428571428572,8,True,1.875
RST012,C04,Physics,C,Google Gemini,2,fa,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.25
RST012,C04,Physics,C,Google Gemini,2,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.125
RST012,C04,Physics,C,Google Gemini,2,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST012,C04,Physics,C,Google Gemini,2,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST012,C04,Physics,C,Google Gemini,2,mq,9,True,4.333333333333333,4.0,4.428571428571429,8,True,4.375
RST012,C04,Physics,C,Google Gemini,2,risk,9,True,1.8888888888888888,2.0,1.8571428571428572,8,True,1.875
RST012,C04,Physics,C,Google Gemini,3,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.375
RST012,C04,Physics,C,Google Gemini,3,cc,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.375
RST012,C04,Physics,C,Google Gemini,3,lc,9,True,5.0,5.0,5.0,8,True,5.0
RST012,C04,Physics,C,Google Gemini,3,tf,9,True,5.0,5.0,5.0,8,True,5.0
RST012,C04,Physics,C,Google Gemini,3,mq,9,True,4.444444444444445,4.0,4.428571428571429,8,True,4.5
RST012,C04,Physics,C,Google Gemini,3,risk,9,True,2.0,2.0,2.0,8,True,2.0
RST013,C05,Physics,A,Anthropic Claude,1,fa,9,True,4.0,4.0,4.0,8,True,4.0
RST013,C05,Physics,A,Anthropic Claude,1,cc,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.25
RST013,C05,Physics,A,Anthropic Claude,1,lc,9,True,4.444444444444445,4.0,4.428571428571429,8,True,4.5
RST013,C05,Physics,A,Anthropic Claude,1,tf,9,True,4.444444444444445,4.0,4.428571428571429,8,True,4.5
RST013,C05,Physics,A,Anthropic Claude,1,mq,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.125
RST013,C05,Physics,A,Anthropic Claude,1,risk,9,True,2.0,2.0,2.0,8,True,2.0
RST013,C05,Physics,A,Anthropic Claude,2,fa,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.0
RST013,C05,Physics,A,Anthropic Claude,2,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.125
RST013,C05,Physics,A,Anthropic Claude,2,lc,9,True,4.333333333333333,4.0,4.428571428571429,8,True,4.5
RST013,C05,Physics,A,Anthropic Claude,2,tf,9,True,4.555555555555555,5.0,4.571428571428571,8,True,4.625
RST013,C05,Physics,A,Anthropic Claude,2,mq,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.25
RST013,C05,Physics,A,Anthropic Claude,2,risk,9,True,2.0,2.0,2.0,8,True,2.0
RST013,C05,Physics,A,Anthropic Claude,3,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.375
RST013,C05,Physics,A,Anthropic Claude,3,cc,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.5
RST013,C05,Physics,A,Anthropic Claude,3,lc,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.75
RST013,C05,Physics,A,Anthropic Claude,3,tf,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.75
RST013,C05,Physics,A,Anthropic Claude,3,mq,9,True,4.333333333333333,4.0,4.428571428571429,8,True,4.5
RST013,C05,Physics,A,Anthropic Claude,3,risk,9,True,1.5555555555555556,1.0,1.4285714285714286,8,True,1.5
RST014,C05,Physics,B,Zhipu GLM,1,fa,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.125
RST014,C05,Physics,B,Zhipu GLM,1,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.5
RST014,C05,Physics,B,Zhipu GLM,1,lc,9,True,4.0,4.0,4.0,8,True,4.0
