judge_provider,dimension,replicate_pair,n_stimuli,exact_agreement,within_one_category,mean_absolute_difference,rmse,spearman_rho,lin_ccc,quadratic_weighted_kappa
deepseek,lc,2-3,90,0.8222222222222222,1.0,0.17777777777777778,0.4216370213557839,0.7312983068576827,0.7122365417580759,0.7122302158273381
deepseek,tf,1-2,90,0.8222222222222222,0.9888888888888889,0.18888888888888888,0.45946829173634074,0.8520753446021783,0.8484856838223201,0.8484848484848484
deepseek,tf,1-3,90,0.7444444444444445,0.9888888888888889,0.26666666666666666,0.5374838498865699,0.8144951857075298,0.7949526813880129,0.7949526813880127
deepseek,tf,2-3,90,0.7444444444444445,0.9777777777777777,0.2777777777777778,0.5676462121975467,0.8052485375148082,0.7793005799843845,0.7792998477929984
deepseek,mq,1-2,90,0.7555555555555555,0.9777777777777777,0.26666666666666666,0.5577733510227171,0.8577288693740561,0.8571450167422955,0.8571428571428572
deepseek,mq,1-3,90,0.6555555555555556,0.9666666666666667,0.37777777777777777,0.6666666666666666,0.8006191104024364,0.8000019753135202,0.8
deepseek,mq,2-3,90,0.7222222222222222,0.9666666666666667,0.3111111111111111,0.6146362971528592,0.8135501141184605,0.8257403189066055,0.8257403189066059
deepseek,risk,1-2,90,0.8222222222222222,0.9777777777777777,0.2,0.4944132324730442,0.762554557388164,0.7530107121470863,0.7529940119760479
deepseek,risk,1-3,90,0.8111111111111111,0.9888888888888889,0.2,0.4714045207910317,0.7824077306875871,0.7674815235929511,0.7674418604651163
deepseek,risk,2-3,90,0.8222222222222222,1.0,0.17777777777777778,0.4216370213557839,0.7916706114837903,0.7983242970700098,0.7983193277310924
doubao,fa,1-2,90,0.8333333333333334,0.9555555555555556,0.2111111111111111,0.5477225575051661,0.8160760543797443,0.8211980956445589,0.8211920529801324
doubao,fa,1-3,90,0.7555555555555555,0.9555555555555556,0.28888888888888886,0.6146362971528592,0.7586016598158533,0.7612465147248539,0.7612359550561798
doubao,fa,2-3,90,0.7888888888888889,0.9777777777777777,0.23333333333333334,0.5270462766947299,0.842534879621227,0.8358868918768871,0.8358862144420132
doubao,cc,1-2,90,0.8,0.9888888888888889,0.2111111111111111,0.48304589153964794,0.7305954155741108,0.7273018799855689,0.7272727272727273
doubao,cc,1-3,90,0.7888888888888889,1.0,0.2111111111111111,0.45946829173634074,0.7400121314287701,0.7602263535785034,0.7601683029453015
doubao,cc,2-3,90,0.7777777777777778,1.0,0.2222222222222222,0.4714045207910317,0.7258839618099522,0.7590406606613759,0.7590361445783133
doubao,lc,1-2,90,0.7888888888888889,0.9888888888888889,0.2222222222222222,0.4944132324730442,0.6362158737073357,0.6037312835295061,0.6036829463570856
doubao,lc,1-3,90,0.8111111111111111,0.9888888888888889,0.2,0.4714045207910317,0.6706800677012756,0.6793448128376142,0.6792587312900926
doubao,lc,2-3,90,0.8,0.9777777777777777,0.2222222222222222,0.5163977794943222,0.660398193000302,0.6239602596739374,0.6239554317548748
doubao,tf,1-2,90,0.6555555555555556,1.0,0.34444444444444444,0.5868938953886337,0.8301918863943031,0.8291945055146956,0.8291488058787507
doubao,tf,1-3,90,0.7,0.9777777777777777,0.32222222222222224,0.6055300708194983,0.8214283530123491,0.826075607074436,0.8260105448154658
doubao,tf,2-3,90,0.6666666666666666,0.9555555555555556,0.37777777777777777,0.6831300510639732,0.7731394764161196,0.7806426819423348,0.7806406685236769
doubao,mq,1-2,90,0.6777777777777778,0.9777777777777777,0.34444444444444444,0.6236095644623235,0.8338988951085713,0.8264710725941576,0.8264462809917356
doubao,mq,1-3,90,0.6333333333333333,0.9777777777777777,0.3888888888888889,0.6582805886043833,0.781010525959821,0.8113227269876447,0.8113106117621761
doubao,mq,2-3,90,0.6,0.9777777777777777,0.4222222222222222,0.6831300510639732,0.7616353218921974,0.7913926695920271,0.7913907284768211
doubao,risk,1-2,90,0.7333333333333333,1.0,0.26666666666666666,0.5163977794943222,0.7559830413602713,0.7491327868513978,0.7491289198606272
doubao,risk,1-3,90,0.7,1.0,0.3,0.5477225575051661,0.7090228358055708,0.7205051817941317,0.7204968944099378
doubao,risk,2-3,90,0.7444444444444445,1.0,0.25555555555555554,0.5055250296034367,0.7532122639860488,0.7453884725823052,0.7453874538745386
gemini,fa,1-2,90,0.9222222222222223,1.0,0.07777777777777778,0.27888667551135854,0.8829251803631217,0.8828579043384651,0.8828560803272592
gemini,fa,1-3,90,0.8777777777777778,1.0,0.12222222222222222,0.3496029493900505,0.7774005712908282,0.8209913379988785,0.8209764918625678
gemini,fa,2-3,90,0.8666666666666667,1.0,0.13333333333333333,0.3651483716701107,0.7910961425219021,0.8039992256440861,0.8039927404718693
gemini,cc,1-2,90,0.8555555555555555,1.0,0.14444444444444443,0.38005847503304596,0.8624272853229181,0.8604436903049627,0.8604151753758053
gemini,cc,1-3,90,0.8444444444444444,1.0,0.15555555555555556,0.39440531887330776,0.8420112286289456,0.8504318372472158,0.8504273504273504
gemini,cc,2-3,90,0.8333333333333334,1.0,0.16666666666666666,0.408248290463863,0.8289489169163351,0.8344473196875127,0.8344370860927152
gemini,lc,1-2,90,0.8666666666666667,1.0,0.13333333333333333,0.3651483716701107,0.5336895358889641,0.6044054441260749,0.6043956043956045
gemini,lc,1-3,90,0.9111111111111111,0.9888888888888889,0.1,0.3496029493900505,0.7261939725272406,0.7023475056708268,0.7023451593505713
gemini,lc,2-3,90,0.9,0.9888888888888889,0.12222222222222222,0.4346134936801766,0.6075702384708882,0.5233662975642018,0.5233644859813085
gemini,tf,1-2,90,0.8555555555555555,0.9666666666666667,0.18888888888888888,0.5477225575051661,0.8562009502037429,0.7943484407140255,0.7943118334179786
gemini,tf,1-3,90,0.8555555555555555,0.9666666666666667,0.2,0.5962847939999439,0.8026997263537614,0.7761220844461187,0.7761194029850745
gemini,tf,2-3,90,0.8666666666666667,0.9666666666666667,0.16666666666666666,0.48304589153964794,0.8697928617067248,0.8422302515317783,0.8422107196526967
gemini,mq,1-2,90,0.9111111111111111,0.9888888888888889,0.12222222222222222,0.5055250296034367,0.873177465807823,0.7887547559239964,0.7887323943661972
gemini,mq,1-3,90,0.8888888888888888,0.9777777777777777,0.15555555555555556,0.5577733510227171,0.849619730726712,0.7328796818156109,0.732824427480916
gemini,mq,2-3,90,0.9,1.0,0.1,0.31622776601683794,0.9283666454081811,0.8975056631949262,0.89749430523918
gemini,risk,1-2,90,0.8777777777777778,1.0,0.12222222222222222,0.3496029493900505,0.8419814309354064,0.8395477031293058,0.839546191247974
gemini,risk,1-3,90,0.8333333333333334,0.9888888888888889,0.17777777777777778,0.4472135954999579,0.7153505835752901,0.7192872989461998,0.7192374350086654
gemini,risk,2-3,90,0.8555555555555555,1.0,0.14444444444444443,0.38005847503304596,0.7951941211163295,0.7965602203004971,0.7965217391304348
glm,fa,1-2,90,0.7333333333333333,0.9444444444444444,0.32222222222222224,0.6582805886043833,0.4781751104595193,0.6942143960038523,0.6941975953998956
glm,fa,1-3,90,0.8111111111111111,0.9555555555555556,0.23333333333333334,0.5676462121975467,0.6028395116804701,0.7828438556021425,0.782825761357963
glm,fa,2-3,90,0.7222222222222222,0.9666666666666667,0.3111111111111111,0.6146362971528592,0.5051851437700632,0.7305863708399355,0.7305863708399366
glm,cc,1-2,90,0.6888888888888889,0.9777777777777777,0.3333333333333333,0.6146362971528592,0.8067583442410133,0.7916974259055322,0.7916950306330838
glm,cc,1-3,90,0.6888888888888889,0.8888888888888888,0.4222222222222222,0.8027729719194864,0.6497511792626645,0.6692905624243107,0.6692434418958307
glm,cc,2-3,90,0.6,0.9555555555555556,0.4444444444444444,0.7302967433402214,0.6856163309632809,0.6990326447548154,0.6989547038327526
glm,lc,1-2,90,0.8333333333333334,0.9666666666666667,0.2,0.5163977794943222,0.5887744711692363,0.652528314838119,0.6525096525096525
glm,lc,1-3,90,0.8555555555555555,0.9666666666666667,0.17777777777777778,0.4944132324730442,0.619794586084233,0.6719879828579003,0.6719681908548708
glm,lc,2-3,90,0.8555555555555555,0.9666666666666667,0.17777777777777778,0.4944132324730442,0.6236592767955861,0.6405228758169941,0.6405228758169935
glm,tf,1-2,90,0.7555555555555555,0.9333333333333333,0.3333333333333333,0.7453559924999299,0.49626152770472265,0.5642165703242356,0.5642068564787914
glm,tf,1-3,90,0.7666666666666667,0.9,0.36666666666666664,0.8498365855987975,0.41920292115495755,0.4399774926899113,0.4399770246984491
glm,tf,2-3,90,0.7444444444444445,0.9444444444444444,0.32222222222222224,0.6912147117775908,0.5359747623503696,0.5908399367947428,0.5908225840558259
glm,mq,1-2,90,0.7444444444444445,0.8777777777777778,0.4222222222222222,0.9428090415820634,0.7011442582656113,0.6425379803395884,0.642537980339589
glm,mq,1-3,90,0.7555555555555555,0.9,0.4,0.9309493362512627,0.6679500621768689,0.6506434217918489,0.6506419826813974
glm,mq,2-3,90,0.8111111111111111,0.9666666666666667,0.2222222222222222,0.5374838498865699,0.8268887432664055,0.8780889354055904,0.8780869021569241
glm,risk,1-2,90,0.6444444444444445,0.8111111111111111,0.5444444444444444,0.960324019392529,0.49782569124930287,0.5544318147916097,0.5543491230163464
glm,risk,1-3,90,0.7555555555555555,0.8555555555555555,0.3888888888888889,0.8232726023485646,0.5744680973596341,0.6697260278551169,0.6697148357598364
glm,risk,2-3,90,0.7,0.8777777777777778,0.4222222222222222,0.816496580927726,0.5521647218823345,0.6673694875340571,0.6673238048299656
kimi,fa,1-2,90,0.5888888888888889,0.9666666666666667,0.4444444444444444,0.7149203529842405,0.6676609278432435,0.6673725408972568,0.6673630081954042
kimi,fa,1-3,90,0.6666666666666666,0.9555555555555556,0.37777777777777777,0.6831300510639732,0.6893666580493736,0.7048356476741473,0.7048258628767765
kimi,fa,2-3,90,0.6444444444444445,0.9333333333333333,0.4222222222222222,0.7453559924999299,0.6304383352248669,0.645166377542974,0.6451663775429743
kimi,cc,1-2,90,0.7888888888888889,0.9888888888888889,0.2222222222222222,0.4944132324730442,0.37460012873919657,0.4254427261353523,0.4254207777132908
kimi,cc,1-3,90,0.7777777777777778,0.9777777777777777,0.24444444444444444,0.5374838498865699,0.3579779356005683,0.4504462188821047,0.45044621888210434
kimi,cc,2-3,90,0.8,0.9777777777777777,0.2222222222222222,0.5163977794943222,0.39325189181780296,0.43249524120937527,0.4324750394114557
kimi,lc,1-2,90,0.7888888888888889,0.9333333333333333,0.2777777777777778,0.6411794687223782,0.5794401822147928,0.6039190491487317,0.6038543897216275
kimi,lc,1-3,90,0.8222222222222222,0.9222222222222223,0.25555555555555554,0.6411794687223782,0.63834075185324,0.5861953238617299,0.5861297539149888
kimi,lc,2-3,90,0.8,0.9111111111111111,0.28888888888888886,0.6831300510639732,0.6070950750142519,0.5930232558139535,0.5930232558139534
kimi,tf,1-2,90,0.6777777777777778,0.9444444444444444,0.37777777777777777,0.699205898780101,0.7014514522074548,0.6970184375361307,0.6970160673297627
kimi,tf,1-3,90,0.6666666666666666,0.9666666666666667,0.36666666666666664,0.6582805886043833,0.7272482263291241,0.7360511489205966,0.7360505339148744
kimi,tf,2-3,90,0.7111111111111111,0.9222222222222223,0.36666666666666664,0.7226494462892933,0.6720958818952438,0.6882880492855515,0.68828297715549
kimi,mq,1-2,90,0.5111111111111111,0.8555555555555555,0.6333333333333333,0.960324019392529,0.5031767641203226,0.5387361561014702,0.5387180437198962
kimi,mq,1-3,90,0.6222222222222222,0.8777777777777778,0.5,0.8628119403696524,0.5838130520231587,0.6197854588796186,0.619750283768445
kimi,mq,2-3,90,0.5888888888888889,0.8777777777777778,0.5333333333333333,0.8819171036881969,0.5762453013497221,0.6292116894910251,0.6291063228541152
kimi,risk,1-2,90,0.6,0.8777777777777778,0.5222222222222223,0.8755950357709131,0.5339058585991189,0.5511099545319826,0.5511059707965882
kimi,risk,1-3,90,0.6222222222222222,0.8888888888888888,0.4888888888888889,0.8432740427115678,0.5879731247650619,0.5945542602917157,0.5945375193580178
kimi,risk,2-3,90,0.6333333333333333,0.9111111111111111,0.45555555555555555,0.7958224257542215,0.606095410761666,0.6515463357311218,0.6515419100665671
mimo,fa,1-2,90,0.4111111111111111,0.6,1.0888888888888888,1.5347819244295118,0.26111975828904727,0.22943562068798382,0.2294022617124396
mimo,fa,1-3,90,0.4111111111111111,0.7111111111111111,0.9888888888888889,1.456784892227477,0.34591586628680226,0.30357179035231724,0.3035410420549389
mimo,fa,2-3,90,0.4444444444444444,0.6555555555555556,1.0333333333333334,1.531157877047447,0.37024049128648795,0.3136982786349064,0.3136971449222985
mimo,cc,1-2,90,0.34444444444444444,0.7777777777777778,0.9,1.2064640713902572,0.34612308514252504,0.3332556147487669,0.3332202239565658
mimo,cc,1-3,90,0.4666666666666667,0.7555555555555555,0.8111111111111111,1.1972189997378648,0.27465956426879967,0.25702966607619454,0.25700755151670285
mimo,cc,2-3,90,0.4222222222222222,0.8222222222222222,0.8,1.1642832797715321,0.3572013574229944,0.3143508162325083,0.3143499437991756
mimo,lc,1-2,90,0.4111111111111111,0.8111111111111111,0.9,1.36218778278017,0.31496649127330084,0.24480293441941078,0.24479951763641838
mimo,lc,1-3,90,0.5,0.8,0.8777777777777778,1.449137674618944,0.2973917196821876,0.20655778999958024,0.20654911838790924
mimo,lc,2-3,90,0.4444444444444444,0.7444444444444445,1.0222222222222221,1.591644851508443,0.17446731458388015,0.14135179216702204,0.141350740647753
mimo,tf,1-2,90,0.4,0.7222222222222222,1.011111111111111,1.4794894014114766,0.30411783017231264,0.3155197465820624,0.31549687282835304
mimo,tf,1-3,90,0.4444444444444444,0.7333333333333333,1.0777777777777777,1.6766368453279055,0.18086290848549869,0.12214917776792428,0.12213740458015254
mimo,tf,2-3,90,0.37777777777777777,0.6666666666666666,1.2,1.7320508075688772,0.2182239921005737,0.12185622346892724,0.12185602775368598
mimo,mq,1-2,90,0.4,0.6666666666666666,1.0444444444444445,1.4832396974191326,0.4345304085644762,0.42832636508307714,0.42829643888354185
mimo,mq,1-3,90,0.43333333333333335,0.7555555555555555,1.0222222222222221,1.577621275493231,0.3267491341636495,0.3557658430695096,0.3557046979865772
mimo,mq,2-3,90,0.4111111111111111,0.6888888888888889,1.0888888888888888,1.6193277068654826,0.35167888699325117,0.3182328528894395,0.318225589009437
mimo,risk,1-2,90,0.4666666666666667,0.8444444444444444,0.7111111111111111,1.0645812948447542,0.10959586840656964,0.08475928363447814,0.08474576271186429
mimo,risk,1-3,90,0.5,0.8444444444444444,0.6555555555555556,0.983192080250175,0.23039702256501138,0.25215568703403995,0.25214899713467054
mimo,risk,2-3,90,0.5777777777777777,0.9,0.5222222222222223,0.8498365855987975,0.3342573009242317,0.3390039060783401,0.3389830508474576
openai,fa,1-2,90,0.8444444444444444,1.0,0.15555555555555556,0.39440531887330776,0.794120324727995,0.8102409638554203,0.8102409638554218
openai,fa,1-3,90,0.8777777777777778,1.0,0.12222222222222222,0.3496029493900505,0.848065243488058,0.8588072122052711,0.8587731811697574
openai,fa,2-3,90,0.7888888888888889,1.0,0.2111111111111111,0.45946829173634074,0.7521919579297575,0.768007236817309,0.7679782903663501
openai,cc,1-2,90,0.7666666666666667,1.0,0.23333333333333334,0.48304589153964794,0.8006776371715992,0.7815119249933526,0.7815028901734103
openai,cc,1-3,90,0.8333333333333334,1.0,0.16666666666666666,0.408248290463863,0.8697330477740872,0.8583670970938877,0.8583420776495279
openai,cc,2-3,90,0.7555555555555555,1.0,0.24444444444444444,0.4944132324730442,0.7915875613359182,0.7713665453761637,0.7713625866050808
openai,lc,1-2,90,0.9,1.0,0.1,0.31622776601683794,0.8610191710895055,0.8292345725299051,0.8291859974694221
openai,lc,1-3,90,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.777585338989481,0.8008283243647385,0.8007968127490039
openai,lc,2-3,90,0.9,1.0,0.1,0.31622776601683794,0.8630076671163194,0.839859496198534,0.8398576512455516
openai,tf,1-2,90,0.8333333333333334,1.0,0.16666666666666666,0.408248290463863,0.802523749911145,0.8148458636588799,0.8148148148148148
openai,tf,1-3,90,0.8111111111111111,1.0,0.18888888888888888,0.4346134936801766,0.8036179553202057,0.8172140646841662,0.8172043010752688
openai,tf,2-3,90,0.8,1.0,0.2,0.4472135954999579,0.7593866534221764,0.7969969200608202,0.7969924812030076
openai,mq,1-2,90,0.8,1.0,0.2,0.4472135954999579,0.8368175015877318,0.8549303230891094,0.8549167114454594
openai,mq,1-3,90,0.8111111111111111,1.0,0.18888888888888888,0.4346134936801766,0.8241637239649802,0.8739503798450963,0.8739495798319328
openai,mq,2-3,90,0.7666666666666667,1.0,0.23333333333333334,0.48304589153964794,0.807976764946622,0.8320671056256045,0.8320597121023636
openai,risk,1-2,90,0.7777777777777778,1.0,0.2222222222222222,0.4714045207910317,0.7638696562070324,0.768045636000207,0.7680412371134021
openai,risk,1-3,90,0.8333333333333334,1.0,0.16666666666666666,0.408248290463863,0.8207383478003505,0.8322159143479372,0.8322147651006712
openai,risk,2-3,90,0.7666666666666667,1.0,0.23333333333333334,0.48304589153964794,0.7107537147224832,0.7640460036704182,0.7640449438202247
qwen,fa,1-2,90,0.9111111111111111,0.9666666666666667,0.15555555555555556,0.6146362971528592,0.8489414437104332,0.7173589073039369,0.7173471272861629
qwen,fa,1-3,90,0.8888888888888888,0.9666666666666667,0.17777777777777778,0.6324555320336759,0.7944134272416797,0.7056265168738981,0.7056151190259858
qwen,fa,2-3,90,0.9333333333333333,0.9777777777777777,0.08888888888888889,0.3651483716701107,0.899615004401708,0.905246534479732,0.9052465344797332
qwen,cc,1-2,90,0.7777777777777778,0.9777777777777777,0.26666666666666666,0.6497862896539309,0.7324100829868674,0.7089790776935908,0.708936170212766
qwen,cc,1-3,90,0.8111111111111111,0.9666666666666667,0.24444444444444444,0.6497862896539309,0.7459898838729256,0.715261124433786,0.7152373022481265
qwen,cc,2-3,90,0.8555555555555555,0.9888888888888889,0.15555555555555556,0.4216370213557839,0.8514243130248091,0.8813284300438803,0.8813252019119828
qwen,lc,1-2,90,0.9222222222222223,0.9777777777777777,0.1111111111111111,0.4472135954999579,0.8092739499121376,0.6910813719923056,0.6910755148741419
qwen,lc,1-3,90,0.9111111111111111,0.9777777777777777,0.12222222222222222,0.45946829173634074,0.7624327678018903,0.7022283287050942,0.7021943573667712
qwen,lc,2-3,90,0.9333333333333333,0.9888888888888889,0.07777777777777778,0.31622776601683794,0.8699252671072136,0.8688187369409922,0.8688046647230321
qwen,tf,1-2,90,0.8444444444444444,0.9555555555555556,0.23333333333333334,0.6912147117775908,0.8167069212621874,0.7558407308563462,0.7558359621451105
qwen,tf,1-3,90,0.8888888888888888,0.9555555555555556,0.18888888888888888,0.6582805886043833,0.8030108746242518,0.7832129437400275,0.7831995058678196
qwen,tf,2-3,90,0.8444444444444444,0.9555555555555556,0.2,0.5374838498865699,0.8473460353599285,0.8549310599464358,0.8549287042777434
qwen,mq,1-2,90,0.8777777777777778,0.9444444444444444,0.2222222222222222,0.7302967433402214,0.7593435635208462,0.7479893386985539,0.7479873993699685
qwen,mq,1-3,90,0.8333333333333334,0.9444444444444444,0.26666666666666666,0.7601169500660919,0.6711864609590014,0.727240937172164,0.7272409371721646
qwen,mq,2-3,90,0.9,0.9666666666666667,0.15555555555555556,0.5577733510227171,0.8481322383794636,0.8574843405958117,0.8574821852731591
qwen,risk,1-2,90,0.8777777777777778,0.9555555555555556,0.2,0.6666666666666666,0.7551050462622811,0.6681525426506497,0.668141592920354
qwen,risk,1-3,90,0.8888888888888888,0.9555555555555556,0.18888888888888888,0.6582805886043833,0.7474220118367163,0.687238540331005,0.6872215291391908
qwen,risk,2-3,90,0.9222222222222223,0.9777777777777777,0.1,0.38005847503304596,0.8643201888742865,0.8991213993997036,0.8991205380237972
